updatetime,vehiclecount,totalspaces,garagecode,streamtime
09:04,0,65,1,16:18
09:04,0,512,2,16:18
09:04,869,1240,3,16:18
09:04,22,953,4,16:18
09:04,124,130,5,16:18
09:04,106,400,6,16:18
09:04,115,210,7,16:18
09:04,233,700,8,16:18
39:02,0,65,1,16:18
39:02,0,512,2,16:18
39:02,959,1240,3,16:18
39:02,22,953,4,16:18
39:02,124,130,5,16:18
39:02,119,400,6,16:18
39:02,121,210,7,16:18
39:02,282,700,8,16:18
10:52,0,65,1,16:18
10:52,0,512,2,16:18
10:52,1014,1240,3,16:18
10:52,22,953,4,16:18
10:52,125,130,5,16:18
10:52,151,400,6,16:18
10:52,125,210,7,16:18
10:52,369,700,8,16:18
40:25,22,953,4,16:18
40:25,0,65,1,16:18
40:25,0,512,2,16:18
40:25,1045,1240,3,16:18
40:25,144,130,5,16:18
40:25,187,400,6,16:18
40:25,129,210,7,16:18
40:25,447,700,8,16:18
01:18,0,65,1,16:18
01:18,0,512,2,16:18
01:18,413,1240,3,16:18
01:18,22,953,4,16:18
01:18,165,130,5,16:18
01:18,206,400,6,16:18
01:18,63,210,7,16:18
01:18,252,700,8,16:18
31:22,0,65,1,16:18
31:22,0,512,2,16:18
31:22,360,1240,3,16:18
31:22,22,953,4,16:18
31:22,154,130,5,16:18
31:22,192,400,6,16:18
31:22,62,210,7,16:18
31:22,204,700,8,16:18
19:52,0,65,1,16:18
19:52,0,512,2,16:18
19:52,332,1240,3,16:18
19:52,22,953,4,16:18
19:52,167,130,5,16:18
19:52,162,400,6,16:18
19:52,60,210,7,16:18
19:52,180,700,8,16:18
49:54,0,65,1,16:18
49:54,0,512,2,16:18
49:54,321,1240,3,16:18
49:54,22,953,4,16:18
49:54,166,130,5,16:18
49:54,150,400,6,16:18
49:54,55,210,7,16:18
49:54,161,700,8,16:18
31:46,0,65,1,16:18
31:46,0,512,2,16:18
31:46,269,1240,3,16:18
31:46,22,953,4,16:18
31:46,138,130,5,16:18
31:46,100,400,6,16:18
31:46,38,210,7,16:18
31:46,79,700,8,16:18
01:46,0,65,1,16:18
01:46,0,512,2,16:18
01:46,260,1240,3,16:18
01:46,22,953,4,16:18
01:46,136,130,5,16:18
01:46,91,400,6,16:18
01:46,34,210,7,16:18
01:46,69,700,8,16:18
37:52,0,65,1,16:18
37:52,0,512,2,16:18
37:52,245,1240,3,16:18
37:52,22,953,4,16:18
37:52,136,130,5,16:18
37:52,87,400,6,16:18
37:52,33,210,7,16:18
37:52,66,700,8,16:18
26:29,0,65,1,16:18
26:29,0,512,2,16:18
26:29,588,1240,3,16:18
26:29,22,953,4,16:18
26:29,78,130,5,16:18
26:29,132,400,6,16:18
26:29,74,210,7,16:18
26:29,158,700,8,16:18
57:49,0,65,1,16:18
57:49,0,512,2,16:18
57:49,948,1240,3,16:18
57:49,22,953,4,16:18
57:49,103,130,5,16:18
57:49,225,400,6,16:18
57:49,97,210,7,16:18
57:49,324,700,8,16:18
27:49,0,65,1,16:18
27:49,0,512,2,16:18
27:49,949,1240,3,16:18
27:49,22,953,4,16:18
27:49,105,130,5,16:18
27:49,268,400,6,16:18
27:49,106,210,7,16:18
27:49,394,700,8,16:18
57:49,0,65,1,16:18
57:49,0,512,2,16:18
57:49,969,1240,3,16:18
57:49,22,953,4,16:18
57:49,120,130,5,16:18
57:49,310,400,6,16:18
57:49,110,210,7,16:18
57:49,445,700,8,16:18
27:49,0,65,1,16:18
27:49,0,512,2,16:18
27:49,992,1240,3,16:18
27:49,22,953,4,16:18
27:49,133,130,5,16:18
27:49,338,400,6,16:18
27:49,100,210,7,16:18
27:49,517,700,8,16:18
10:48,0,65,1,16:18
10:48,0,512,2,16:18
10:48,987,1240,3,16:18
10:48,22,953,4,16:18
10:48,146,130,5,16:18
10:48,328,400,6,16:18
10:48,94,210,7,16:18
10:48,529,700,8,16:18
40:48,0,65,1,16:18
40:48,0,512,2,16:18
40:48,983,1240,3,16:18
40:48,22,953,4,16:18
40:48,152,130,5,16:18
40:48,333,400,6,16:18
40:48,90,210,7,16:18
40:48,538,700,8,16:18
50:39,0,65,1,16:18
50:39,0,512,2,16:18
50:39,978,1240,3,16:18
50:39,22,953,4,16:18
50:39,149,130,5,16:18
50:39,359,400,6,16:18
50:39,79,210,7,16:18
50:39,532,700,8,16:18
02:55,0,65,1,16:18
02:55,0,512,2,16:18
02:55,442,1240,3,16:18
02:55,22,953,4,16:18
02:55,164,130,5,16:18
02:55,291,400,6,16:18
02:55,45,210,7,16:18
02:55,362,700,8,16:18
01:59,0,65,1,16:18
01:59,0,512,2,16:18
01:59,312,1240,3,16:18
01:59,22,953,4,16:18
01:59,66,130,5,16:18
01:59,45,400,6,16:18
01:59,31,210,7,16:18
01:59,81,700,8,16:18
33:20,0,65,1,16:18
33:20,0,512,2,16:18
33:20,485,1240,3,16:18
33:20,22,953,4,16:18
33:20,81,130,5,16:18
33:20,35,400,6,16:18
33:20,30,210,7,16:18
33:20,63,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,481,1240,3,16:18
58:18,22,953,4,16:18
58:18,85,130,5,16:18
58:18,35,400,6,16:18
58:18,30,210,7,16:18
58:18,61,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,474,1240,3,16:18
28:18,22,953,4,16:18
28:18,83,130,5,16:18
28:18,35,400,6,16:18
28:18,29,210,7,16:18
28:18,61,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,235,1240,3,16:18
58:18,22,953,4,16:18
58:18,78,130,5,16:18
58:18,35,400,6,16:18
58:18,27,210,7,16:18
58:18,61,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,217,1240,3,16:18
28:18,22,953,4,16:18
28:18,76,130,5,16:18
28:18,33,400,6,16:18
28:18,27,210,7,16:18
28:18,61,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,214,1240,3,16:18
58:18,22,953,4,16:18
58:18,76,130,5,16:18
58:18,32,400,6,16:18
58:18,26,210,7,16:18
58:18,60,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,212,1240,3,16:18
28:18,22,953,4,16:18
28:18,75,130,5,16:18
28:18,32,400,6,16:18
28:18,26,210,7,16:18
28:18,61,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,207,1240,3,16:18
58:18,22,953,4,16:18
58:18,73,130,5,16:18
58:18,31,400,6,16:18
58:18,26,210,7,16:18
58:18,60,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,206,1240,3,16:18
28:18,22,953,4,16:18
28:18,71,130,5,16:18
28:18,31,400,6,16:18
28:18,26,210,7,16:18
28:18,60,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,204,1240,3,16:18
58:18,22,953,4,16:18
58:18,71,130,5,16:18
58:18,31,400,6,16:18
58:18,26,210,7,16:18
58:18,61,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,202,1240,3,16:18
28:18,22,953,4,16:18
28:18,71,130,5,16:18
28:18,31,400,6,16:18
28:18,26,210,7,16:18
28:18,61,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,202,1240,3,16:18
58:18,22,953,4,16:18
58:18,71,130,5,16:18
58:18,31,400,6,16:18
58:18,26,210,7,16:18
58:18,61,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,202,1240,3,16:18
28:18,22,953,4,16:18
28:18,72,130,5,16:18
28:18,31,400,6,16:18
28:18,26,210,7,16:18
28:18,63,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,203,1240,3,16:18
58:18,22,953,4,16:18
58:18,72,130,5,16:18
58:18,31,400,6,16:18
58:18,26,210,7,16:18
58:18,63,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,203,1240,3,16:18
28:18,22,953,4,16:18
28:18,72,130,5,16:18
28:18,31,400,6,16:18
28:18,26,210,7,16:18
28:18,63,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,204,1240,3,16:18
58:18,22,953,4,16:18
58:18,73,130,5,16:18
58:18,31,400,6,16:18
58:18,26,210,7,16:18
58:18,65,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,204,1240,3,16:18
28:18,22,953,4,16:18
28:18,71,130,5,16:18
28:18,31,400,6,16:18
28:18,26,210,7,16:18
28:18,66,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,207,1240,3,16:18
58:18,22,953,4,16:18
58:18,70,130,5,16:18
58:18,32,400,6,16:18
58:18,26,210,7,16:18
58:18,65,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,220,1240,3,16:18
28:18,22,953,4,16:18
28:18,69,130,5,16:18
28:18,34,400,6,16:18
28:18,29,210,7,16:18
28:18,67,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,255,1240,3,16:18
58:18,22,953,4,16:18
58:18,65,130,5,16:18
58:18,35,400,6,16:18
58:18,35,210,7,16:18
58:18,68,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,293,1240,3,16:18
28:18,22,953,4,16:18
28:18,63,130,5,16:18
28:18,43,400,6,16:18
28:18,40,210,7,16:18
28:18,79,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,270,1240,3,16:18
58:18,22,953,4,16:18
58:18,63,130,5,16:18
58:18,61,400,6,16:18
58:18,64,210,7,16:18
58:18,104,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,484,1240,3,16:18
28:18,22,953,4,16:18
28:18,68,130,5,16:18
28:18,87,400,6,16:18
28:18,84,210,7,16:18
28:18,146,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,667,1240,3,16:18
58:18,22,953,4,16:18
58:18,87,130,5,16:18
58:18,123,400,6,16:18
58:18,95,210,7,16:18
58:18,239,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,786,1240,3,16:18
28:18,22,953,4,16:18
28:18,108,130,5,16:18
28:18,153,400,6,16:18
28:18,101,210,7,16:18
28:18,287,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,833,1240,3,16:18
58:18,22,953,4,16:18
58:18,113,130,5,16:18
58:18,174,400,6,16:18
58:18,105,210,7,16:18
58:18,349,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,845,1240,3,16:18
28:18,22,953,4,16:18
28:18,132,130,5,16:18
28:18,202,400,6,16:18
28:18,107,210,7,16:18
28:18,422,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,861,1240,3,16:18
58:18,22,953,4,16:18
58:18,139,130,5,16:18
58:18,241,400,6,16:18
58:18,112,210,7,16:18
58:18,462,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,880,1240,3,16:18
28:18,22,953,4,16:18
28:18,157,130,5,16:18
28:18,267,400,6,16:18
28:18,113,210,7,16:18
28:18,482,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,889,1240,3,16:18
58:18,22,953,4,16:18
58:18,137,130,5,16:18
58:18,282,400,6,16:18
58:18,114,210,7,16:18
58:18,483,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,886,1240,3,16:18
28:18,22,953,4,16:18
28:18,113,130,5,16:18
28:18,283,400,6,16:18
28:18,107,210,7,16:18
28:18,496,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,896,1240,3,16:18
58:18,22,953,4,16:18
58:18,118,130,5,16:18
58:18,306,400,6,16:18
58:18,106,210,7,16:18
58:18,526,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,901,1240,3,16:18
28:18,22,953,4,16:18
28:18,117,130,5,16:18
28:18,325,400,6,16:18
28:18,111,210,7,16:18
28:18,523,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,884,1240,3,16:18
58:18,22,953,4,16:18
58:18,122,130,5,16:18
58:18,321,400,6,16:18
58:18,106,210,7,16:18
58:18,518,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,848,1240,3,16:18
28:18,22,953,4,16:18
28:18,122,130,5,16:18
28:18,312,400,6,16:18
28:18,101,210,7,16:18
28:18,517,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,812,1240,3,16:18
58:18,22,953,4,16:18
58:18,103,130,5,16:18
58:18,294,400,6,16:18
58:18,96,210,7,16:18
58:18,488,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,725,1240,3,16:18
28:18,22,953,4,16:18
28:18,91,130,5,16:18
28:18,286,400,6,16:18
28:18,75,210,7,16:18
28:18,441,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,661,1240,3,16:18
58:18,22,953,4,16:18
58:18,72,130,5,16:18
58:18,250,400,6,16:18
58:18,62,210,7,16:18
58:18,387,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,565,1240,3,16:18
28:18,22,953,4,16:18
28:18,63,130,5,16:18
28:18,222,400,6,16:18
28:18,53,210,7,16:18
28:18,332,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,459,1240,3,16:18
58:18,22,953,4,16:18
58:18,67,130,5,16:18
58:18,193,400,6,16:18
58:18,49,210,7,16:18
58:18,284,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,390,1240,3,16:18
28:18,22,953,4,16:18
28:18,75,130,5,16:18
28:18,172,400,6,16:18
28:18,48,210,7,16:18
28:18,231,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,363,1240,3,16:18
58:18,22,953,4,16:18
58:18,69,130,5,16:18
58:18,131,400,6,16:18
58:18,50,210,7,16:18
58:18,181,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,344,1240,3,16:18
28:18,22,953,4,16:18
28:18,65,130,5,16:18
28:18,112,400,6,16:18
28:18,41,210,7,16:18
28:18,140,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,324,1240,3,16:18
58:18,22,953,4,16:18
58:18,65,130,5,16:18
58:18,98,400,6,16:18
58:18,38,210,7,16:18
58:18,117,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,323,1240,3,16:18
28:18,22,953,4,16:18
28:18,64,130,5,16:18
28:18,88,400,6,16:18
28:18,39,210,7,16:18
28:18,110,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,326,1240,3,16:18
58:18,22,953,4,16:18
58:18,63,130,5,16:18
58:18,75,400,6,16:18
58:18,38,210,7,16:18
58:18,97,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,330,1240,3,16:18
28:18,22,953,4,16:18
28:18,62,130,5,16:18
28:18,64,400,6,16:18
28:18,33,210,7,16:18
28:18,79,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,309,1240,3,16:18
58:18,22,953,4,16:18
58:18,54,130,5,16:18
58:18,57,400,6,16:18
58:18,33,210,7,16:18
58:18,75,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,281,1240,3,16:18
28:18,22,953,4,16:18
28:18,51,130,5,16:18
28:18,48,400,6,16:18
28:18,32,210,7,16:18
28:18,68,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,254,1240,3,16:18
58:18,22,953,4,16:18
58:18,47,130,5,16:18
58:18,46,400,6,16:18
58:18,32,210,7,16:18
58:18,67,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,231,1240,3,16:18
28:18,22,953,4,16:18
28:18,38,130,5,16:18
28:18,43,400,6,16:18
28:18,32,210,7,16:18
28:18,63,700,8,16:18
58:18,62,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,228,1240,3,16:18
58:18,22,953,4,16:18
58:18,34,130,5,16:18
58:18,36,400,6,16:18
58:18,30,210,7,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,227,1240,3,16:18
28:18,22,953,4,16:18
28:18,30,130,5,16:18
28:18,35,400,6,16:18
28:18,30,210,7,16:18
28:18,61,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,227,1240,3,16:18
58:18,22,953,4,16:18
58:18,30,130,5,16:18
58:18,35,400,6,16:18
58:18,30,210,7,16:18
58:18,63,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,226,1240,3,16:18
28:18,22,953,4,16:18
28:18,32,130,5,16:18
28:18,35,400,6,16:18
28:18,29,210,7,16:18
28:18,60,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,223,1240,3,16:18
58:18,22,953,4,16:18
58:18,31,130,5,16:18
58:18,35,400,6,16:18
58:18,28,210,7,16:18
58:18,60,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,223,1240,3,16:18
28:18,22,953,4,16:18
28:18,29,130,5,16:18
28:18,35,400,6,16:18
28:18,28,210,7,16:18
28:18,60,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,223,1240,3,16:18
58:18,22,953,4,16:18
58:18,29,130,5,16:18
58:18,35,400,6,16:18
58:18,29,210,7,16:18
58:18,61,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,223,1240,3,16:18
28:18,22,953,4,16:18
28:18,28,130,5,16:18
28:18,35,400,6,16:18
28:18,29,210,7,16:18
28:18,61,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,223,1240,3,16:18
58:18,22,953,4,16:18
58:18,29,130,5,16:18
58:18,35,400,6,16:18
58:18,29,210,7,16:18
58:18,61,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,223,1240,3,16:18
28:18,22,953,4,16:18
28:18,29,130,5,16:18
28:18,35,400,6,16:18
28:18,29,210,7,16:18
28:18,63,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,223,1240,3,16:18
58:18,22,953,4,16:18
58:18,29,130,5,16:18
58:18,35,400,6,16:18
58:18,29,210,7,16:18
58:18,63,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,223,1240,3,16:18
28:18,22,953,4,16:18
28:18,29,130,5,16:18
28:18,35,400,6,16:18
28:18,28,210,7,16:18
28:18,64,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,223,1240,3,16:18
58:18,22,953,4,16:18
58:18,29,130,5,16:18
58:18,35,400,6,16:18
58:18,28,210,7,16:18
58:18,64,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,222,1240,3,16:18
28:18,22,953,4,16:18
28:18,27,130,5,16:18
28:18,35,400,6,16:18
28:18,28,210,7,16:18
28:18,64,700,8,16:18
58:18,64,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,224,1240,3,16:18
58:18,22,953,4,16:18
58:18,27,130,5,16:18
58:18,35,400,6,16:18
58:18,29,210,7,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,238,1240,3,16:18
28:18,22,953,4,16:18
28:18,30,130,5,16:18
28:18,35,400,6,16:18
28:18,32,210,7,16:18
28:18,66,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,267,1240,3,16:18
58:18,22,953,4,16:18
58:18,34,130,5,16:18
58:18,35,400,6,16:18
58:18,39,210,7,16:18
58:18,71,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,261,1240,3,16:18
28:18,22,953,4,16:18
28:18,32,130,5,16:18
28:18,47,400,6,16:18
28:18,49,210,7,16:18
28:18,86,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,339,1240,3,16:18
58:18,22,953,4,16:18
58:18,33,130,5,16:18
58:18,71,400,6,16:18
58:18,74,210,7,16:18
58:18,126,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,479,1240,3,16:18
28:18,146,953,4,16:18
28:18,36,130,5,16:18
28:18,81,400,6,16:18
28:18,96,210,7,16:18
28:18,183,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,660,1240,3,16:18
58:18,223,953,4,16:18
58:18,56,130,5,16:18
58:18,106,400,6,16:18
58:18,105,210,7,16:18
58:18,246,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,741,1240,3,16:18
28:18,280,953,4,16:18
28:18,66,130,5,16:18
28:18,151,400,6,16:18
28:18,110,210,7,16:18
28:18,294,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,810,1240,3,16:18
58:18,301,953,4,16:18
58:18,73,130,5,16:18
58:18,177,400,6,16:18
58:18,113,210,7,16:18
58:18,354,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,845,1240,3,16:18
28:18,382,953,4,16:18
28:18,83,130,5,16:18
28:18,210,400,6,16:18
28:18,121,210,7,16:18
28:18,429,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,849,1240,3,16:18
58:18,441,953,4,16:18
58:18,110,130,5,16:18
58:18,238,400,6,16:18
58:18,122,210,7,16:18
58:18,471,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,869,1240,3,16:18
28:18,473,953,4,16:18
28:18,111,130,5,16:18
28:18,260,400,6,16:18
28:18,122,210,7,16:18
28:18,520,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,882,1240,3,16:18
58:18,487,953,4,16:18
58:18,110,130,5,16:18
58:18,272,400,6,16:18
58:18,118,210,7,16:18
58:18,520,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,870,1240,3,16:18
28:18,474,953,4,16:18
28:18,114,130,5,16:18
28:18,289,400,6,16:18
28:18,115,210,7,16:18
28:18,523,700,8,16:18
58:18,529,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,856,1240,3,16:18
58:18,490,953,4,16:18
58:18,113,130,5,16:18
58:18,292,400,6,16:18
58:18,115,210,7,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,859,1240,3,16:18
28:18,509,953,4,16:18
28:18,119,130,5,16:18
28:18,296,400,6,16:18
28:18,122,210,7,16:18
28:18,529,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,847,1240,3,16:18
58:18,495,953,4,16:18
58:18,117,130,5,16:18
58:18,307,400,6,16:18
58:18,115,210,7,16:18
58:18,518,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,815,1240,3,16:18
28:18,466,953,4,16:18
28:18,110,130,5,16:18
28:18,288,400,6,16:18
28:18,104,210,7,16:18
28:18,519,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,787,1240,3,16:18
58:18,472,953,4,16:18
58:18,113,130,5,16:18
58:18,264,400,6,16:18
58:18,95,210,7,16:18
58:18,487,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,697,1240,3,16:18
28:18,442,953,4,16:18
28:18,97,130,5,16:18
28:18,245,400,6,16:18
28:18,70,210,7,16:18
28:18,448,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,597,1240,3,16:18
58:18,400,953,4,16:18
58:18,99,130,5,16:18
58:18,218,400,6,16:18
58:18,59,210,7,16:18
58:18,395,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,461,1240,3,16:18
28:18,400,953,4,16:18
28:18,92,130,5,16:18
28:18,186,400,6,16:18
28:18,52,210,7,16:18
28:18,351,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,369,1240,3,16:18
58:18,363,953,4,16:18
58:18,90,130,5,16:18
58:18,174,400,6,16:18
58:18,48,210,7,16:18
58:18,309,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,312,1240,3,16:18
28:18,360,953,4,16:18
28:18,90,130,5,16:18
28:18,168,400,6,16:18
28:18,45,210,7,16:18
28:18,264,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,295,1240,3,16:18
58:18,328,953,4,16:18
58:18,79,130,5,16:18
58:18,126,400,6,16:18
58:18,44,210,7,16:18
58:18,217,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,296,1240,3,16:18
28:18,298,953,4,16:18
28:18,82,130,5,16:18
28:18,108,400,6,16:18
28:18,39,210,7,16:18
28:18,176,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,277,1240,3,16:18
58:18,269,953,4,16:18
58:18,84,130,5,16:18
58:18,104,400,6,16:18
58:18,39,210,7,16:18
58:18,143,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,268,1240,3,16:18
28:18,206,953,4,16:18
28:18,94,130,5,16:18
28:18,96,400,6,16:18
28:18,37,210,7,16:18
28:18,123,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,258,1240,3,16:18
58:18,176,953,4,16:18
58:18,94,130,5,16:18
58:18,87,400,6,16:18
58:18,35,210,7,16:18
58:18,110,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,262,1240,3,16:18
28:18,164,953,4,16:18
28:18,92,130,5,16:18
28:18,73,400,6,16:18
28:18,33,210,7,16:18
28:18,89,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,260,1240,3,16:18
58:18,151,953,4,16:18
58:18,92,130,5,16:18
58:18,59,400,6,16:18
58:18,33,210,7,16:18
58:18,83,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,247,1240,3,16:18
28:18,129,953,4,16:18
28:18,81,130,5,16:18
28:18,48,400,6,16:18
28:18,30,210,7,16:18
28:18,77,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,227,1240,3,16:18
58:18,90,953,4,16:18
58:18,71,130,5,16:18
58:18,38,400,6,16:18
58:18,31,210,7,16:18
58:18,70,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,186,1240,3,16:18
28:18,80,953,4,16:18
28:18,63,130,5,16:18
28:18,30,400,6,16:18
28:18,28,210,7,16:18
28:18,66,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,184,1240,3,16:18
58:18,74,953,4,16:18
58:18,56,130,5,16:18
58:18,23,400,6,16:18
58:18,28,210,7,16:18
58:18,63,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,185,1240,3,16:18
28:18,71,953,4,16:18
28:18,52,130,5,16:18
28:18,21,400,6,16:18
28:18,28,210,7,16:18
28:18,60,700,8,16:18
58:18,0,65,1,16:18
58:18,0,512,2,16:18
58:18,183,1240,3,16:18
58:18,55,953,4,16:18
58:18,49,130,5,16:18
58:18,21,400,6,16:18
58:18,28,210,7,16:18
58:18,60,700,8,16:18
28:18,0,65,1,16:18
28:18,0,512,2,16:18
28:18,184,1240,3,16:18
28:18,22,953,4,16:18
28:18,48,130,5,16:18
